business_name,category,city,contact_page_url,geography_tag,has_contact_page,has_email,has_phone,job_state,last_attempt_at,niche_tag,normalized_domain,notes,pipeline_stage,public_business_email,public_phone,retry_count,source_platform,source_url,state,website,record_status,failure_reasons,quality_score,has_valid_phone,has_valid_email,domain_status
Cloud Roofing,roofing contractor,San Antonio,https://www.cloudroofing.com/roof-inspection,san-antonio-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593636+00:00,roofing,cloudroofing.com,Verified from public website homepage.,enriched,info@cloudroofing.com,(210) 366-9484,0,public_business_site,https://www.cloudroofing.com/,TX,https://www.cloudroofing.com/,pass,,100,true,true,valid_business_site
Davis Roofing Solutions,roofing contractor,Fort Worth,https://davisroofingsolutions.com/dfw-roof-inspections/,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593646+00:00,roofing,davisroofingsolutions.com,Verified from public website homepage.,enriched,frontdesk@davisroofingsolutions.com,(817) 857-7663,0,public_business_site,https://davisroofingsolutions.com/,TX,https://davisroofingsolutions.com/,pass,,100,true,true,valid_business_site
CLC Roofing,roofing contractor,Fort Worth,https://fortworthroofing.net/roofing-services/roof-inspection,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593649+00:00,roofing,fortworthroofing.net,Verified from public website homepage.,enriched,info@clcroofing.com,(817) 670-5906,0,public_business_site,https://fortworthroofing.net/,TX,https://fortworthroofing.net/,pass,,100,true,true,valid_business_site
Ramon Roofing,roofing contractor,Fort Worth,https://www.ramonroofing.com/contact-us,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593650+00:00,roofing,ramonroofing.com,Verified from public website homepage.,enriched,estimates@ramonroofing.com,(817) 924-1645,0,public_business_site,https://www.ramonroofing.com/,TX,https://www.ramonroofing.com/,pass,,100,true,true,valid_business_site
Texas Builders Inc.,roofing contractor,Fort Worth,https://texasbuildersinc.com/#freeinspection,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593654+00:00,roofing,texasbuildersinc.com,Verified from public website homepage.,enriched,info@texasbuildersinc.com,(817) 928-4909,0,public_business_site,https://texasbuildersinc.com/,TX,https://texasbuildersinc.com/,pass,,100,true,true,valid_business_site
Caliber Roofing & Construction,roofing contractor,El Paso,https://caliber-roofing.com/contact,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593657+00:00,roofing,caliber-roofing.com,Verified from public website homepage.,enriched,info@caliber-roofing.com,(915) 615-1527,0,public_business_site,https://caliber-roofing.com/,TX,https://caliber-roofing.com/,pass,,100,true,true,valid_business_site
Mann & Sons Roofing,roofing contractor,El Paso,https://www.mannandsonsroofing.com/contact-us,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593661+00:00,roofing,mannandsonsroofing.com,Verified from public website homepage.,enriched,shawn@mannandsonsroofing.com,(817) 937-0498,0,public_business_site,https://www.mannandsonsroofing.com/,TX,https://www.mannandsonsroofing.com/,pass,,100,true,true,valid_business_site
Area Roofing Co.,roofing contractor,Corpus Christi,https://www.arearoofingco.com/contact,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593667+00:00,roofing,arearoofingco.com,Verified from public website homepage.,enriched,arearoofing@yahoo.com,(361) 225-2755,0,public_business_site,https://www.arearoofingco.com/,TX,https://www.arearoofingco.com/,pass,,100,true,true,valid_business_site
Mammoth Construction,roofing contractor,Corpus Christi,https://mammothconstruction.net/services/roof-inspections/,corpus-christi-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593668+00:00,roofing,mammothconstruction.net,Verified from public website homepage.,enriched,info@mammothconstruction.net,(361) 876-2722,0,public_business_site,https://mammothconstruction.net/,TX,https://mammothconstruction.net/,pass,,100,true,true,valid_business_site
Texas Built Roofing,roofing contractor,Waco,https://www.texasbuiltroofing.com/contact,waco-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593700+00:00,roofing,texasbuiltroofing.com,Verified from public website homepage.,enriched,lee@texasbuiltroofing.com,(254) 717-2736,0,public_business_site,https://www.texasbuiltroofing.com/,TX,https://www.texasbuiltroofing.com/,pass,,100,true,true,valid_business_site
Waco Roofing Guys,roofing contractor,Waco,https://wacoroofingguys.com/#contact,waco-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593704+00:00,roofing,wacoroofingguys.com,Verified from public website homepage.,enriched,hello@wacoroofingguys.com,(254) 749-0319,0,public_business_site,https://wacoroofingguys.com/,TX,https://wacoroofingguys.com/,pass,,100,true,true,valid_business_site
Western Roof Company,roofing contractor,Waco,https://westernroofco.com/contact,waco-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593705+00:00,roofing,westernroofco.com,Verified from public website homepage.,enriched,sales@westernroofco.com,(254) 644-0606,0,public_business_site,https://westernroofco.com/,TX,https://westernroofco.com/,pass,,100,true,true,valid_business_site
Pahmiyer Roofing & Construction,roofing contractor,Waco,https://texasroofmaster.com/contact/,waco-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593708+00:00,roofing,texasroofmaster.com,Verified from public website homepage.,enriched,info@texasroofmaster.com,(254) 755-7663,0,public_business_site,https://texasroofmaster.com/,TX,https://texasroofmaster.com/,pass,,100,true,true,valid_business_site
Bison Roofing - McAllen,roofing contractor,McAllen,https://bisonroofing.net/contact/,mcallen-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593714+00:00,roofing,bisonroofing.net,Verified from public website homepage.,enriched,info@bisonroofing.net,(210) 888-9646,0,public_business_site,https://bisonroofing.net/best-roofing-company-in-mcallen-tx/,TX,https://bisonroofing.net/best-roofing-company-in-mcallen-tx/,pass,,100,true,true,valid_business_site
Remedy Roofing - Rio Grande Valley,roofing contractor,McAllen,https://remedyroofing.com/remedy-roofing-services/roof-inspections/,mcallen-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593716+00:00,roofing,remedyroofing.com,Verified from public website homepage.,enriched,customerservice@remedyroofing.com,(888) 451-3361,0,public_business_site,https://remedyroofing.com/locations/rio-grande-valley/,TX,https://remedyroofing.com/locations/rio-grande-valley/,pass,,100,true,true,valid_business_site
West Texas Roofing,roofing contractor,Amarillo,https://westtexasroofing.com/request-an-estimate/,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593726+00:00,roofing,westtexasroofing.com,Verified from public website homepage.,enriched,info@westtexasroofing.com,(806) 359-7663,0,public_business_site,https://westtexasroofing.com/,TX,https://westtexasroofing.com/,pass,,100,true,true,valid_business_site
Pristine Roofing and Construction,roofing contractor,Amarillo,https://www.pristineroof.com/contact,amarillo-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593734+00:00,roofing,pristineroof.com,Verified from public website homepage.,enriched,hello@pristineroof.com,(806) 557-0060,0,public_business_site,https://www.pristineroof.com/,TX,https://www.pristineroof.com/,pass,,100,true,true,valid_business_site
Basin Roofing & Construction,roofing contractor,Midland,https://basinroofing.com/contact-us/,midland-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593738+00:00,roofing,basinroofing.com,Verified from public website homepage.,enriched,info@basinroofing.com,(800) 338-2063,0,public_business_site,https://basinroofing.com/,TX,https://basinroofing.com/,pass,,100,true,true,valid_business_site
Roofs By Nicholas,roofing contractor,Midland,https://www.roofsbynicholas.com/contact-us,midland-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593742+00:00,roofing,roofsbynicholas.com,Verified from public website homepage.,enriched,roofsbynicholas1@gmail.com,(432) 520-7348,0,public_business_site,https://roofsbynicholas.com/,TX,https://www.roofsbynicholas.com/,pass,,100,true,true,valid_business_site
Home Page,roofing contractor,Houston,https://houstonroofingcontractor.com/contact/,houston-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593764+00:00,roofing,houstonroofingcontractor.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,admin@agshouston.com,(713) 952-3400,0,public_business_site,https://houstonroofingcontractor.com/,TX,https://houstonroofingcontractor.com/,pass,,100,true,true,valid_business_site
Craddock Roofing,roofing contractor,Houston,https://www.craddockroofing.com/contact,houston-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593766+00:00,roofing,craddockroofing.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,admin@craddockroofing.com,(713) 465-8090,0,public_business_site,https://craddockroofing.com/,TX,https://www.craddockroofing.com/,pass,,100,true,true,valid_business_site
GAF 3-Star President’s Club,roofing contractor,Houston,https://brinkmannquality.com/contact-us/,houston-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593767+00:00,roofing,brinkmannquality.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,info@brinkmannquality.com,(281) 480-7663,0,public_business_site,https://brinkmannquality.com/,TX,https://brinkmannquality.com/,pass,,100,true,true,valid_business_site
Houston Roofing,roofing contractor,Houston,https://houstonroofingonline.com/contact-us/,houston-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593771+00:00,roofing,houstonroofingonline.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,info@myhrc.biz,(832) 237-3737,0,public_business_site,https://houstonroofingonline.com/,TX,https://houstonroofingonline.com/,pass,,100,true,true,valid_business_site
Roof,roofing contractor,Houston,https://mysuperroofer.com/contact-us#contact-info,houston-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593776+00:00,roofing,mysuperroofer.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,info@mysuperroofer.com,(832) 707-9085,0,public_business_site,https://mysuperroofer.com/,TX,https://mysuperroofer.com/,pass,,100,true,true,valid_business_site
Roofers Near,roofing contractor,Houston,https://1stchoiceroofs.com/contact/,houston-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593777+00:00,roofing,1stchoiceroofs.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,leads@1stchoiceroofs.com,(281) 378-2431,0,public_business_site,https://1stchoiceroofs.com/,TX,https://1stchoiceroofs.com/,pass,,100,true,true,valid_business_site
New View Roofing,roofing contractor,Dallas,https://newviewroofing.com/contact-us/,dallas-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593785+00:00,roofing,newviewroofing.com,"Rebuilt from first successful public-web discovery pass for Dallas, Texas; refreshed directly from official site where reachable.",enriched,info@newviewroofing.com,(469) 232-7220,0,public_business_site,https://newviewroofing.com/,TX,https://newviewroofing.com/,pass,,100,true,true,valid_business_site
Austin,roofing contractor,Austin,https://austinroofingandwaterdamage.com/contact-us/,austin-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593797+00:00,roofing,austinroofingandwaterdamage.com,"Rebuilt from first successful public-web discovery pass for Austin, Texas; refreshed directly from official site where reachable.",enriched,bradfarr@rocketmail.com,(512) 820-6505,0,public_business_site,https://austinroofingandwaterdamage.com/,TX,https://austinroofingandwaterdamage.com/,pass,,100,true,true,valid_business_site
Austin,roofing contractor,Austin,https://j-connroofing.com/contact,austin-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593801+00:00,roofing,j-connroofing.com,"Rebuilt from first successful public-web discovery pass for Austin, Texas; refreshed directly from official site where reachable.",enriched,info@j-connroofing.com,(512) 479-0510,0,public_business_site,https://j-connroofing.com/,TX,https://j-connroofing.com/,pass,,100,true,true,valid_business_site
Roofsandexteriors,roofing contractor,Austin,https://roofsandexteriors.com/contact/,austin-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593802+00:00,roofing,roofsandexteriors.com,"Rebuilt from first successful public-web discovery pass for Austin, Texas; refreshed directly from official site where reachable.",enriched,gw@roofsandexteriors.com,(512) 686-7115,0,public_business_site,https://roofsandexteriors.com/,TX,https://roofsandexteriors.com/,pass,,100,true,true,valid_business_site
The Most Trusted,roofing contractor,Austin,https://bluehammerroofing.com/contact/,austin-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593809+00:00,roofing,bluehammerroofing.com,"Rebuilt from first successful public-web discovery pass for Austin, Texas; refreshed directly from official site where reachable.",enriched,info@bluehammerroofing.com,(844) 426-6375,0,public_business_site,https://bluehammerroofing.com/,TX,https://bluehammerroofing.com/,pass,,100,true,true,valid_business_site
Texas Professional Roofing,roofing contractor,Austin,https://texasprofessionalroofing.com/contact-texas-professinal-roofing/,austin-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593816+00:00,roofing,texasprofessionalroofing.com,"Rebuilt from first successful public-web discovery pass for Austin, Texas; refreshed directly from official site where reachable.",enriched,office@txproroofs.com,(512) 910-4110,0,public_business_site,https://texasprofessionalroofing.com/,TX,https://texasprofessionalroofing.com/,pass,,100,true,true,valid_business_site
Roofing Contractor In,roofing contractor,San Antonio,https://rooftoproofingandremodelingllc.com/request-estimate/,san-antonio-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593820+00:00,roofing,rooftoproofingandremodelingllc.com,"Rebuilt from first successful public-web discovery pass for San Antonio, Texas; refreshed directly from official site where reachable.",enriched,roofing@rooftoproofingandremodelingllc.com,(210) 310-5543,0,public_business_site,https://rooftoproofingandremodelingllc.com/,TX,https://rooftoproofingandremodelingllc.com/,pass,,100,true,true,valid_business_site
Roofing Contractor,roofing contractor,San Antonio,https://www.stormroofing.com/contactus,san-antonio-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593823+00:00,roofing,stormroofing.com,"Rebuilt from first successful public-web discovery pass for San Antonio, Texas; refreshed directly from official site where reachable.",enriched,storm1tx@gmail.com,(210) 366-0781,0,public_business_site,https://stormroofing.com/,TX,https://www.stormroofing.com/,pass,,100,true,true,valid_business_site
Roofing Company in,roofing contractor,San Antonio,https://rolandsroofing.com/contact/,san-antonio-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593827+00:00,roofing,rolandsroofing.com,"Rebuilt from first successful public-web discovery pass for San Antonio, Texas; refreshed directly from official site where reachable.",enriched,rolands.roofing1970@gmail.com,(210) 543-7663,0,public_business_site,https://rolandsroofing.com/,TX,https://rolandsroofing.com/,pass,,100,true,true,valid_business_site
Integrity Roofing & Siding,roofing contractor,San Antonio,https://integritysa.com/contact-us/,san-antonio-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593831+00:00,roofing,integritysa.com,"Rebuilt from first successful public-web discovery pass for San Antonio, Texas; refreshed directly from official site where reachable.",enriched,info@integritysa.com,(210) 340-7663,0,public_business_site,https://integritysa.com/,TX,https://integritysa.com/,pass,,100,true,true,valid_business_site
Alexander's Roofing: Expert,roofing contractor,San Antonio,https://www.alexandersroofing.com/contact-us,san-antonio-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593833+00:00,roofing,alexandersroofing.com,"Rebuilt from first successful public-web discovery pass for San Antonio, Texas; refreshed directly from official site where reachable.",enriched,alexandersroofing@live.com,(210) 436-1135,0,public_business_site,https://alexandersroofing.com/,TX,https://www.alexandersroofing.com/,pass,,100,true,true,valid_business_site
Ideal Precision Roofing:,roofing contractor,San Antonio,https://idealprecisionroofing.com/contact-us/,san-antonio-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593835+00:00,roofing,idealprecisionroofing.com,"Rebuilt from first successful public-web discovery pass for San Antonio, Texas; refreshed directly from official site where reachable.",enriched,michael@idealroofer.com,(210) 485-1553,0,public_business_site,https://idealprecisionroofing.com/,TX,https://idealprecisionroofing.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Fort Worth,https://www.fireguysroofing.com/contact,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593838+00:00,roofing,fireguysroofing.com,"Rebuilt from first successful public-web discovery pass for Fort Worth, Texas; refreshed directly from official site where reachable.",enriched,fireguysroofing@yahoo.com,(817) 703-5271,0,public_business_site,https://fireguysroofing.com/,TX,https://www.fireguysroofing.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Fort Worth,https://tarrantcountyroofing.net/request-a-quote-contact-us/,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593839+00:00,roofing,tarrantcountyroofing.net,"Rebuilt from first successful public-web discovery pass for Fort Worth, Texas; refreshed directly from official site where reachable.",enriched,info@tarrantcountyroofing.net,(817) 583-3691,0,public_business_site,https://tarrantcountyroofing.net/,TX,https://tarrantcountyroofing.net/,pass,,100,true,true,valid_business_site
Roofing and Renovation Experts of Richardson Texas,roofing contractor,Fort Worth,https://hometownroofinginc.net/contact/,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593844+00:00,roofing,hometownroofinginc.net,"Rebuilt from first successful public-web discovery pass for Fort Worth, Texas; refreshed directly from official site where reachable.",enriched,hometownroofingoftexas@gmail.com,(972) 848-8888,0,public_business_site,https://hometownroofinginc.net/,TX,https://hometownroofinginc.net/,pass,,100,true,true,valid_business_site
Patrick's Roofing LLC,roofing contractor,Fort Worth,https://www.patricksroofing.com/contact,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593845+00:00,roofing,patricksroofing.com,"Rebuilt from first successful public-web discovery pass for Fort Worth, Texas; refreshed directly from official site where reachable.",enriched,patrickm434369@gmail.com,(817) 528-2991,0,public_business_site,https://patricksroofing.com/,TX,https://www.patricksroofing.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,Fort Worth,https://waterscr.com/contact-us/,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593849+00:00,roofing,waterscr.com,"Rebuilt from first successful public-web discovery pass for Fort Worth, Texas; refreshed directly from official site where reachable.",enriched,donniewaters@att.net,(817) 353-6106,0,public_business_site,https://waterscr.com/,TX,https://waterscr.com/,pass,,100,true,true,valid_business_site
Apple Roofing,roofing contractor,Fort Worth,https://appleroof.com/contact-us/,fort-worth-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593853+00:00,roofing,appleroof.com,"Rebuilt from first successful public-web discovery pass for Fort Worth, Texas; refreshed directly from official site where reachable.",enriched,info@appleroof.com,(913) 676-7206,0,public_business_site,https://appleroof.com/,TX,https://appleroof.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,El Paso,https://goldladderroofing.com/Contact-Us,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593856+00:00,roofing,goldladderroofing.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,goldladderroofing@gmail.com,(915) 491-4609,0,public_business_site,https://goldladderroofing.com/,TX,https://goldladderroofing.com/,pass,,100,true,true,valid_business_site
America's Top,roofing contractor,El Paso,https://www.tectaamerica.com/contact-us/,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593857+00:00,roofing,tectaamerica.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,info@tectaamerica.com,(847) 581-3888,0,public_business_site,https://tectaamerica.com/,TX,https://www.tectaamerica.com/,pass,,100,true,true,valid_business_site
El Paso,roofing contractor,El Paso,https://www.dependableroofingep.com/contact.html,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593863+00:00,roofing,dependableroofingep.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,dependableroofing30@gmail.com,(915) 755-3038,0,public_business_site,https://dependableroofingep.com/,TX,https://www.dependableroofingep.com/,pass,,100,true,true,valid_business_site
Residential & Commercial Contractor,roofing contractor,El Paso,https://elpasoroofings.com/contact-us/,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593864+00:00,roofing,elpasoroofings.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,makconstruction.us@gmail.com,(915) 691-0532,0,public_business_site,https://elpasoroofings.com/,TX,https://elpasoroofings.com/,pass,,100,true,true,valid_business_site
Home,roofing contractor,El Paso,https://irgoroofing.com/contact-us/,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593867+00:00,roofing,irgoroofing.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,info@irgoroofing.com,(915) 777-1443,0,public_business_site,https://irgoroofing.com/,TX,https://irgoroofing.com/,pass,,100,true,true,valid_business_site
"RL Roofing Systems and Construction, LLC",roofing contractor,El Paso,https://www.rlroofingsystems.com/#contact-us,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593870+00:00,roofing,rlroofingsystems.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,rlroofingsystems@yahoo.com,(915) 727-5406,0,public_business_site,https://rlroofingsystems.com/,TX,https://www.rlroofingsystems.com/,pass,,100,true,true,valid_business_site
El Paso,roofing contractor,El Paso,https://donerightroofingandconstruction.com/#contact,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593871+00:00,roofing,donerightroofingandconstruction.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,mannyramirez0309@gmail.com,(915) 412-0525,0,public_business_site,https://donerightroofingandconstruction.com/,TX,https://donerightroofingandconstruction.com/,pass,,100,true,true,valid_business_site
Mighty Dog Roofing,roofing contractor,El Paso,https://www.mightydogroofing.com/contact-us/,el-paso-tx,true,true,true,ready_for_validation,2026-03-26T22:26:32.593872+00:00,roofing,mightydogroofing.com,"Rebuilt from first successful public-web discovery pass for El Paso, Texas; refreshed directly from official site where reachable.",enriched,help@mightydogroofing.com,(844) 942-4081,0,public_business_site,https://mightydogroofing.com/,TX,https://www.mightydogroofing.com/,pass,,100,true,true,valid_business_site
