business_name,category,city,contact_page_url,geography_tag,has_contact_page,has_email,has_phone,job_state,last_attempt_at,niche_tag,normalized_domain,notes,pipeline_stage,public_business_email,public_phone,retry_count,source_platform,source_url,state,website,record_status,failure_reasons,quality_score,has_valid_phone,has_valid_email,domain_status
Jamar Roofing,roofing contractor,Austin,https://jamarroofing.com/roof-inspection-reports/,austin-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593623+00:00,roofing,jamarroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(512) 441-8437,0,public_business_site,https://jamarroofing.com/,TX,https://jamarroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Greater Austin Roofing,roofing contractor,Austin,https://greateraustinroofing.com/contact/,austin-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593627+00:00,roofing,greateraustinroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(512) 945-1205,0,public_business_site,https://greateraustinroofing.com/,TX,https://greateraustinroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Tarrant Roofing - Austin,roofing contractor,Austin,https://tarrantroofing.com/residential-commercial-roofing-quote-tarrant-roofing/,austin-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593630+00:00,roofing,tarrantroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(817) 571-7809,0,public_business_site,https://tarrantroofing.com/austin-tx-roofing-services/roofing-company-austin-texas/,TX,https://tarrantroofing.com/austin-tx-roofing-services/roofing-company-austin-texas/,review,missing_email|notes_review,80,true,false,valid_business_site
Cool Roofs - Austin,roofing contractor,Austin,,austin-tx,false,true,true,ready_for_validation,2026-03-26T22:26:32.593631+00:00,roofing,coolroofs.co,Verified from public website homepage. Removed asset URL incorrectly captured as contact page.,enriched,team@coolroofs.co,(512) 980-1297,0,public_business_site,https://coolroofs.co/location/austin/,TX,https://coolroofs.co/location/austin/,review,missing_contact_page,90,true,true,valid_business_site
Precision Roof Crafters,roofing contractor,Austin,,austin-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593632+00:00,roofing,precisionroofcrafters.com,Verified from public website homepage. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,(877) 366-2192,0,public_business_site,https://precisionroofcrafters.com/,TX,https://precisionroofcrafters.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
Wilson Roofing,roofing contractor,Austin,,austin-tx,false,true,true,ready_for_validation,2026-03-26T22:26:32.593634+00:00,roofing,wilsonroofing.com,Verified from public website homepage. Removed asset URL incorrectly captured as contact page.,enriched,info@wilsonroofing.com,(512) 263-3157,0,public_business_site,https://wilsonroofing.com/,TX,https://wilsonroofing.com/,review,missing_contact_page,90,true,true,valid_business_site
Ace Roofing Company,roofing contractor,Austin,,austin-tx,false,false,false,ready_for_validation,2026-03-26T22:26:32.593635+00:00,roofing,aceroofingcompany.com,Verified from public website homepage. No clear public phone captured in homepage fetch. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,,0,public_business_site,https://aceroofingcompany.com/,TX,https://aceroofingcompany.com/,review,missing_phone|missing_email|missing_contact_page|notes_review,45,false,false,valid_business_site
Rhino Roofers,roofing contractor,San Antonio,https://rhinoroofers.com/services/roof-inspections/,san-antonio-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593638+00:00,roofing,rhinoroofers.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(210) 361-7663,0,public_business_site,https://rhinoroofers.com/,TX,https://rhinoroofers.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Texas Family Roofing,roofing contractor,San Antonio,https://texasfamilyroofing.com/contact-us/,san-antonio-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593639+00:00,roofing,texasfamilyroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(512) 812-7900,0,public_business_site,https://texasfamilyroofing.com/,TX,https://texasfamilyroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Tower Roofing,roofing contractor,San Antonio,,san-antonio-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593641+00:00,roofing,tower-roofing.com,Verified from public website homepage. Removed asset URL incorrectly captured as contact page.,enriched,,(210) 313-0168,0,public_business_site,https://tower-roofing.com/,TX,https://tower-roofing.com/,review,missing_email|missing_contact_page,70,true,false,valid_business_site
Stephens Roofing & Remodeling,roofing contractor,San Antonio,https://www.stephensroofing.net/roof-inspection/,san-antonio-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593645+00:00,roofing,stephensroofing.net,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(210) 785-0994,0,public_business_site,https://www.stephensroofing.net/,TX,https://www.stephensroofing.net/,review,missing_email|notes_review,80,true,false,valid_business_site
Good Contractors Roofing and Restoration,roofing contractor,Fort Worth,https://goodcontractorsroofing.com/estimate/,fort-worth-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593647+00:00,roofing,goodcontractorsroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(682) 842-7663,0,public_business_site,https://goodcontractorsroofing.com/,TX,https://goodcontractorsroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
El Paso Roofing Co.,roofing contractor,El Paso,https://elpasoroofingco.com/contact-us/,el-paso-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593656+00:00,roofing,elpasoroofingco.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(915) 691-2723,0,public_business_site,https://elpasoroofingco.com/,TX,https://elpasoroofingco.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Red Rhino Roofing,roofing contractor,El Paso,,el-paso-tx,false,true,true,ready_for_validation,2026-03-26T22:26:32.593659+00:00,roofing,redrhinoroofingept.com,Verified from public website homepage. Removed asset URL incorrectly captured as contact page.,enriched,casey@redrhinoroofingept.com,(915) 801-8691,0,public_business_site,https://redrhinoroofingept.com/,TX,https://redrhinoroofingept.com/,review,missing_contact_page,90,true,true,valid_business_site
A&M Roofing El Paso,roofing contractor,El Paso,https://www.amroofingelpaso.com/contact-us,el-paso-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593660+00:00,roofing,amroofingelpaso.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(915) 342-2000,0,public_business_site,https://www.amroofingelpaso.com/,TX,https://www.amroofingelpaso.com/,review,missing_email|notes_review,80,true,false,valid_business_site
AAAA Contractors and Roofing,roofing contractor,El Paso,https://aaaacontractors.com/contact/,el-paso-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593663+00:00,roofing,aaaacontractors.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(915) 852-3104,0,public_business_site,https://aaaacontractors.com/contact/,TX,https://aaaacontractors.com/contact/,review,missing_email|notes_review,80,true,false,valid_business_site
Escandon Roofing Inc.,roofing contractor,El Paso,,el-paso-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593664+00:00,roofing,escandonroofinginc.com,Verified from public website homepage. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,(501) 960-7843,0,public_business_site,https://www.escandonroofinginc.com/,TX,https://www.escandonroofinginc.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
Texas State Roofing,roofing contractor,Corpus Christi,https://texasstateroofing.com/inspections/,corpus-christi-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593666+00:00,roofing,texasstateroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(361) 884-7663,0,public_business_site,https://texasstateroofing.com/,TX,https://texasstateroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Pinnacle Roofing Systems,roofing contractor,Corpus Christi,https://pinnacleroofingcc.com/get-an-estimate/,corpus-christi-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593670+00:00,roofing,pinnacleroofingcc.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(361) 887-0599,0,public_business_site,https://pinnacleroofingcc.com/,TX,https://pinnacleroofingcc.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Galvan Roofing and Construction,roofing contractor,Corpus Christi,,corpus-christi-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593671+00:00,roofing,galvanroofingtx.com,Verified from public website homepage. No public business email captured in homepage fetch. Removed asset URL incorrectly captured as contact page.,enriched,,(361) 444-5606,0,public_business_site,https://www.galvanroofingtx.com/,TX,https://www.galvanroofingtx.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
Islanders Roofing and Restoration,roofing contractor,Corpus Christi,,corpus-christi-tx,false,false,false,ready_for_validation,2026-03-26T22:26:32.593673+00:00,roofing,islandersroofingandrestoration.com,Verified from public website homepage. Homepage fetch issue: URLError.,enriched,,,0,public_business_site,https://www.islandersroofingandrestoration.com/,TX,https://www.islandersroofingandrestoration.com/,review,missing_phone|missing_email|missing_contact_page|notes_review,45,false,false,valid_business_site
Bayfront Roofing,roofing contractor,Corpus Christi,,corpus-christi-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593674+00:00,roofing,bayfrontroofing.com,Verified from public website homepage. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,(214) 748-2999,0,public_business_site,https://bayfrontroofing.com/,TX,https://bayfrontroofing.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
Quick Roofing - Lubbock,roofing contractor,Lubbock,,lubbock-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593676+00:00,roofing,quickroofing.com,Verified from public website homepage. No public business email captured in homepage fetch. Removed asset URL incorrectly captured as contact page.,enriched,,(888) 810-1002,0,public_business_site,https://www.quickroofing.com/lubbock-tx/,TX,https://www.quickroofing.com/lubbock-tx/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
BlueRidge Roofing & Construction,roofing contractor,Lubbock,https://www.blueridgeroof.com/contact,lubbock-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593677+00:00,roofing,blueridgeroof.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(806) 341-9438,0,public_business_site,https://www.blueridgeroof.com/,TX,https://www.blueridgeroof.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Clark Roofing & Construction,roofing contractor,Lubbock,,lubbock-tx,false,false,false,ready_for_validation,2026-03-26T22:26:32.593694+00:00,roofing,clarksroofingconstruction.com,Verified from public website homepage. Homepage fetch issue: URLError.,enriched,,,0,public_business_site,https://clarksroofingconstruction.com/,TX,https://clarksroofingconstruction.com/,review,missing_phone|missing_email|missing_contact_page|notes_review,45,false,false,valid_business_site
Cen-Tex Roof Systems,roofing contractor,Waco,,waco-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593698+00:00,roofing,centexrs.com,Verified from public website homepage. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,(254) 535-2419,0,public_business_site,https://www.centexrs.com/,TX,https://www.centexrs.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
"Honey's Roofing, LLC",roofing contractor,Waco,https://honeysroofingllc.com/contact/,waco-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593701+00:00,roofing,honeysroofingllc.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(254) 662-9900,0,public_business_site,https://honeysroofingllc.com/,TX,https://honeysroofingllc.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Flores Roofing & Construction,roofing contractor,Waco,,waco-tx,false,false,false,ready_for_validation,2026-03-26T22:26:32.593707+00:00,roofing,floresroofingandconstructionllc.com,Verified from public website homepage. No clear public phone captured in homepage fetch. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,,0,public_business_site,https://floresroofingandconstructionllc.com/,TX,https://floresroofingandconstructionllc.com/,review,missing_phone|missing_email|missing_contact_page|notes_review,45,false,false,valid_business_site
McAllen Valley Roofing Co.,roofing contractor,McAllen,https://www.mcallenvalleyroofing.com/contact/,mcallen-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593709+00:00,roofing,mcallenvalleyroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(956) 279-8292,0,public_business_site,https://www.mcallenvalleyroofing.com/,TX,https://www.mcallenvalleyroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Vega Roofing,roofing contractor,McAllen,https://vegaroofing.com/contact-vega-roofing/,mcallen-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593711+00:00,roofing,vegaroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(956) 686-4921,0,public_business_site,https://vegaroofing.com/,TX,https://vegaroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Castillo Roofing - McAllen,roofing contractor,McAllen,https://castillotx.com/contact-us/,mcallen-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593712+00:00,roofing,castillotx.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(956) 264-2477,0,public_business_site,https://castillotx.com/mcallen/,TX,https://castillotx.com/mcallen/,review,missing_email|notes_review,80,true,false,valid_business_site
Castro Roofing,roofing contractor,McAllen,,mcallen-tx,false,true,true,ready_for_validation,2026-03-26T22:26:32.593717+00:00,roofing,castroroofs.com,Verified from public website homepage. Removed asset URL incorrectly captured as contact page.,enriched,alberto.castro.roofing@gmail.com,(956) 739-6862,0,public_business_site,https://castroroofs.com/,TX,https://castroroofs.com/,review,missing_contact_page,90,true,true,valid_business_site
Brownsville Roofing,roofing contractor,Brownsville,https://www.brownsville-roofing.com/contact-us/,brownsville-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593719+00:00,roofing,brownsville-roofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(956) 431-0251,0,public_business_site,https://www.brownsville-roofing.com/,TX,https://www.brownsville-roofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Owen Roofing LLC,roofing contractor,Brownsville,,brownsville-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593720+00:00,roofing,owenroofingco.com,Verified from public website homepage. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,(254) 535-2419,0,public_business_site,https://www.owenroofingco.com/,TX,https://www.owenroofingco.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
Pride Roofing Xperts,roofing contractor,Brownsville,,brownsville-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593722+00:00,roofing,prideroofingxperts.com,Verified from public website homepage. No public business email captured in homepage fetch. Removed asset URL incorrectly captured as contact page.,enriched,,(202) 408-0514,0,public_business_site,https://prideroofingxperts.com/,TX,https://prideroofingxperts.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
Texas Roofing Brownsville,roofing contractor,Brownsville,,brownsville-tx,false,false,false,ready_for_validation,2026-03-26T22:26:32.593725+00:00,roofing,roofingbrownsville.com,Verified from public website homepage. No clear public phone captured in homepage fetch. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,,0,public_business_site,http://roofingbrownsville.com/,TX,http://roofingbrownsville.com/,review,missing_phone|missing_email|missing_contact_page|notes_review,45,false,false,valid_business_site
Kelley Roofing,roofing contractor,Amarillo,https://kelleyroofingamarillo.com/contact/,amarillo-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593729+00:00,roofing,kelleyroofingamarillo.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(806) 463-7910,0,public_business_site,https://kelleyroofingamarillo.com/,TX,https://kelleyroofingamarillo.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Andrus Brothers Roofing,roofing contractor,Amarillo,https://andrusbrothersroofing.com/contact-us/,amarillo-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593731+00:00,roofing,andrusbrothersroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(806) 359-5409,0,public_business_site,https://andrusbrothersroofing.com/,TX,https://andrusbrothersroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
All Star Sheet Metal & Roofing,roofing contractor,Amarillo,https://amarillotxroofing.com/contact/,amarillo-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593732+00:00,roofing,amarillotxroofing.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(806) 372-6621,0,public_business_site,https://amarillotxroofing.com/,TX,https://amarillotxroofing.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Rhynehart Roofing,roofing contractor,Amarillo,https://www.rhynehart.com/contact,amarillo-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593735+00:00,roofing,rhynehart.com,Verified from public website homepage. No public business email captured in homepage fetch.,enriched,,(806) 622-0090,0,public_business_site,https://www.rhynehart.com/,TX,https://www.rhynehart.com/,review,missing_email|notes_review,80,true,false,valid_business_site
Chappell Roofing,roofing contractor,Midland,,midland-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593737+00:00,roofing,chappellroofing.com,Verified from public website homepage. No public business email captured in homepage fetch. Removed asset URL incorrectly captured as contact page.,enriched,,(432) 312-8705,0,public_business_site,https://chappellroofing.com/,TX,https://chappellroofing.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
"Charles Terry Construction, Inc.",roofing contractor,Midland,,midland-tx,false,true,true,ready_for_validation,2026-03-26T22:26:32.593740+00:00,roofing,charlesterryconstruction.com,Verified from public website homepage. Removed asset URL incorrectly captured as contact page.,enriched,office@charlesterryconstruction.biz,(432) 520-6943,0,public_business_site,https://www.charlesterryconstruction.com/,TX,https://www.charlesterryconstruction.com/,review,missing_contact_page,90,true,true,valid_business_site
Lydick-Hooks Roofing Co. of Midland,roofing contractor,Midland,,midland-tx,false,true,true,ready_for_validation,2026-03-26T22:26:32.593743+00:00,roofing,lydickhooks.com,Verified from public website homepage. No contact page URL captured in homepage fetch.,enriched,midland@lydickhooks.com,(432) 520-7718,0,public_business_site,https://www.lydickhooks.com/,TX,https://lydickhooks.com/,review,missing_contact_page|notes_review,90,true,true,valid_business_site
Sky High Roofing,roofing contractor,Tyler,,tyler-tx,false,false,true,ready_for_validation,2026-03-26T22:26:32.593746+00:00,roofing,skyhighroofingtyler.com,Verified from public website homepage. No public business email captured in homepage fetch. No contact page URL captured in homepage fetch.,enriched,,(254) 535-2419,0,public_business_site,https://www.skyhighroofingtyler.com/,TX,https://www.skyhighroofingtyler.com/,review,missing_email|missing_contact_page|notes_review,70,true,false,valid_business_site
Roofers in,roofing contractor,Houston,https://allovertxroofing.com/contact/,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593750+00:00,roofing,allovertxroofing.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(281) 846-6665,0,public_business_site,https://allovertxroofing.com/,TX,https://allovertxroofing.com/,review,missing_email,80,true,false,valid_business_site
Residential &,roofing contractor,Houston,https://www.hargroveroofing.com/contact-us/,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593752+00:00,roofing,hargroveroofing.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(888) 415-2299,0,public_business_site,https://hargroveroofing.com/,TX,https://www.hargroveroofing.com/,review,missing_email,80,true,false,valid_business_site
Reliable Pearland,roofing contractor,Houston,https://shieldroofers.com/contact/,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593753+00:00,roofing,shieldroofers.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(855) 880-7663,0,public_business_site,https://shieldroofers.com/,TX,https://shieldroofers.com/,review,missing_email,80,true,false,valid_business_site
Roofing Contractors,roofing contractor,Houston,http://www.roofingcontractorshouston.com/estimate.html,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593754+00:00,roofing,roofingcontractorshouston.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(281) 940-4525,0,public_business_site,https://roofingcontractorshouston.com/,TX,http://www.roofingcontractorshouston.com/,review,missing_email,80,true,false,valid_business_site
Houston Strong Roofing,roofing contractor,Houston,https://houstonstrongroofing.com/contact,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593756+00:00,roofing,houstonstrongroofing.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(832) 271-7783,0,public_business_site,https://houstonstrongroofing.com/,TX,https://houstonstrongroofing.com/,review,missing_email,80,true,false,valid_business_site
Linear Roofing General Contractors,roofing contractor,Houston,https://linearroofing.com/contact/,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593757+00:00,roofing,linearroofing.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(888) 424-8280,0,public_business_site,https://linearroofing.com/,TX,https://linearroofing.com/,review,missing_email,80,true,false,valid_business_site
Roofingtexas,roofing contractor,Houston,,houston-tx,false,true,true,ready_for_validation,2026-03-26T22:26:32.593759+00:00,roofing,roofingtexas.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,info@roofingtexas.com,(409) 945-6920,0,public_business_site,https://roofingtexas.com/,TX,https://roofingtexas.com/,review,missing_contact_page,90,true,true,valid_business_site
TeamCraft Commercial and Industrial,roofing contractor,Houston,https://www.tcrfg.com/contact-us,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593760+00:00,roofing,tcrfg.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(161) 793-2508,0,public_business_site,https://tcrfg.com/,TX,https://www.tcrfg.com/,review,missing_email,80,true,false,valid_business_site
Roofing Contractor,roofing contractor,Houston,https://texanroofinginc.com/contacts/,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593761+00:00,roofing,texanroofinginc.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(281) 391-9600,0,public_business_site,https://texanroofinginc.com/,TX,https://texanroofinginc.com/,review,missing_email,80,true,false,valid_business_site
Commercial and Industrial,roofing contractor,Houston,https://www.centimark.com/contact,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593763+00:00,roofing,centimark.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(855) 483-1975,0,public_business_site,https://centimark.com/,TX,https://www.centimark.com/,review,missing_email,80,true,false,valid_business_site
"Commercial Roofing, Residential Roofing, and Gutters and Carpentry in the Greater",roofing contractor,Houston,https://houstonroofingngutters.com/contact,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593769+00:00,roofing,houstonroofingngutters.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(832) 568-3400,0,public_business_site,https://houstonroofingngutters.com/,TX,https://houstonroofingngutters.com/,review,missing_email,80,true,false,valid_business_site
Paramount Roofing,roofing contractor,Houston,https://paramountroofing.com/get-estimate/,houston-tx,true,false,true,ready_for_validation,2026-03-26T22:26:32.593770+00:00,roofing,paramountroofing.com,"Rebuilt from first successful public-web discovery pass for Houston, Texas; refreshed directly from official site where reachable.",enriched,,(713) 748-4000,0,public_business_site,https://paramountroofing.com/,TX,https://paramountroofing.com/,review,missing_email,80,true,false,valid_business_site
